"jobtitle","company","location","longitude","latitude","salary","companysize","companyrating","summary"
"Junior Front-End Data Scientist","Mathematica Policy Research","Cambridge, MA 02139 (Area IV area)",nan,nan,"NA",41,43.8,"Building application and web platforms that can be used to manage, clean, and analyze datasets Creating data presentation-layers in the form of static reports..."
"Healthcare Analytics - Data Scientist","Becton Dickinson & Company","San Diego, CA",nan,nan,"NA",646,51.0,"Knowledge/Experience with Big Data, Hadoop tools preferred Experience in health care/ medical device industry experience preferred Experience with customer..."
"DATA SCIENTIST","Pekin Insurance","Pekin, IL 61554",nan,nan,"NA",19,40.2,"At least 3 years experience with programming languages for predictive modeling, machine learning, and/or data mining...."
"Data Scientist","NA","New York, NY",nan,nan,"NA",nan,44.4,"5+ years of experience using machine learning, performing data mining and statistical modeling. Work with business and technology teams to design and supervise..."
"Data Scientist","Teaching Strategies, LLC","Bethesda, MD 20814",nan,nan,"NA",nan,nan,"Applies advanced technologies including machine learning and map reduce to quickly process vast amounts of data...."
"Data Scientist","Booz Allen Hamilton","Tampa, FL",nan,nan,"NA",nan,44.4,"Ability to both manage and manipulate large data sets, develop data science approaches, and manage data science tasks...."
"Technology - HCM Technology - Data Scientist - Associate - J...","Goldman Sachs","Jersey City, NJ",nan,nan,"NA",873,51.6,"Deliver secure, accurate, and innovative technology solutions, to assist and manage the health, wealth, benefits and compensation for every employee at the Firm..."
"Predictive Analytics Data Scientist","Johns Hopkins All Children's Hospital","Saint Petersburg, FL",nan,nan,"NA",29,41.4,"Analyze data using sophisticated data mining algorithms and methodologies to discover potential patterns and trends that may exist within the data...."
"Data Scientist","Brandless","San Francisco, CA",nan,nan,"NA",nan,nan,"You will be encouraged to apply relevant statistical analysis, machine learning and utilization of complex modeling to unlock and help us grow our business...."
"Data Scientist","Discovery Communications, LLC","New York, NY",nan,nan,"NA",227,52.8,"Act as a key partner to Data Scientists on solving technical challenges. Design and implement systems for large-scale data analysis and machine learning...."
"Data Scientist","WESTAT","Rockville, MD 20850",nan,nan,"NA",235,51.6,"Development and testing may be done in R, Python or other statistical software with a longer term goal of translating the solutions into specifications that can..."
"Machine Learning Engineer Internship","AgilOne","Sunnyvale, CA",nan,nan,"NA",3,40.8,"Research experience in a relevant field, such as machine learning, NLP, recommendation systems, pattern recognition, data mining...."
"Data Scientist","Pragmatics","Suitland, MD",nan,nan,"NA",19,43.8,"NA"
"Data Scientist","Savvysherpa","Minneapolis, MN",nan,nan,"NA",nan,nan,"Deep knowledge of machine learning, data mining, and/or algorithms development, with an applied understanding of statistics...."
"Data Scientist","eBay Inc.","San Jose, CA",nan,nan,"NA",763,51.0,"The leader would have to strike a balance between being able to guide and influence the thinking and vision of the overall team while at the same time be..."
"Data Scientist","2U","New York, NY",nan,nan,"NA",6,43.2,"Data exploration to identify drivers & trends within our business. Under the guidance of the Director of Data Science, the Data Scientist will lead advanced..."
"Quantitative Analyst","AIG","Philadelphia, PA",nan,nan,"NA",nan,43.8,"Proficient in using R or Python (or other scripting languages) for data transformation and automation orchestration...."
"Data Scientist, Product Operations Advanced Analytics","Gap Inc. Corporate","San Francisco, CA",nan,nan,"NA",nan,44.4,"And its brands by applying industrial engineering/management science, statistical analysis and analytics to improve inventory and revenue management...."
"Data Analyst","Syngenta","Champaign, IL",nan,nan,"NA",513,51.6,"Data analytics and visualization. Knowledge of toolsets and capabilities utilized by expert data scientists and modelers...."
"Data Scientist","Bosch Group","Palo Alto, CA",nan,nan,"NA",nan,52.2,"Strong background in statistics, machine learning, and/or big data processing. Select and apply appropriate statistical, machine learning, and computing methods..."
"Data Scientist","M.Gemi","Boston, MA",nan,nan,"NA",nan,nan,"The Data Scientist is responsible for implementing models that power the Sheinstein demand planning and inventory tools;..."
"Data Scientist","Pragmatics, Inc.","Suitland, MD",nan,nan,"NA",2,42.0,"NA"
"Risk Analyst","Activehours","Palo Alto, CA",nan,nan,"NA",nan,nan,"Document your insights and work with our data scientists, engineers, and customer service teams to improve our risk models and processes...."
"Data Strategist","Wunderman","Irvine, CA",nan,nan,"NA",72,43.8,"Performs secondary research on industry trends, reports, and consumer trends to develop insights on performance and segmentation...."
"Data Scientist Analyst","Waste Management","Houston, TX",nan,nan,"NA",nan,42.6,"NA"
"Data Scientist I","Vanguard","Malvern, PA",nan,nan,"NA",520,44.4,"NA"
"Associate Data Scientist","ZestFinance","Los Angeles, CA",nan,nan,"NA",3,39.0,"NA"
"Advanced Analyst/Data Scientist","Magid","Los Angeles, CA",nan,nan,"NA",nan,nan,"NA"
"Junior Data Scientist - Automatic Labs","SiriusXM","San Francisco, CA 94110 (Mission area)",nan,nan,"NA",48,43.8,"NA"
"Digital Data Scientist","JP Morgan Chase","New York, NY 10001 (Chelsea area)",nan,nan,"NA",nan,44.4,"NA"
"Data Scientist","Blue State Digital","New York, NY",nan,nan,"NA",5,53.4,"NA"
"Data Scientist","Pragmatics","Suitland, MD",nan,nan,"NA",19,43.8,"NA"
"Assistant Scientist","Johns Hopkins University Bloomberg School of Publi...","Baltimore, MD 21231 (Fells Point area)",nan,nan,"$80,000 - $100,000 a year",2,42.0,", International Center for Maternal and Newborn Health, Health Systems Program, Department of International Health, Johns Hopkins Bloomberg School of Public..."
"Data Scientist","AutoGravity Corporation","Irvine, CA",nan,nan,"NA",nan,nan,"NA"
"Data Scientist","Siemens AG","Atlanta, GA",nan,nan,"NA",nan,51.6,"NA"
"Data Scientist","Astreya","Mountain View, CA",nan,nan,"NA",6,31.2,"NA"
"Data Scientist","Veear Projects","Holmdel, NJ",nan,nan,"NA",nan,nan,"NA"
"Data Scientist","Jornaya","Conshohocken, PA",nan,nan,"NA",nan,nan,"NA"
"Data Scientist (Cleveland, OH)","Dealer Tire","Cleveland, OH",nan,nan,"NA",51,40.8,"NA"
"Data Scientist","Pragmatics, Inc.","Suitland, MD",nan,nan,"NA",2,42.0,"NA"
"Senior Data Scientist - Brighthouse Financial","MetLife","Charlotte, NC",nan,nan,"NA",nan,44.4,"Leads high level and large scale research, data mining, predictive modeling, business analytics project teams...."
"NA","IDEXX Laboratories","Westbrook, ME 04092",nan,nan,"NA",198,42.6,"This is a great opportunity to apply machine learning and data science techniques to a broad variety of clinical and sales and marketing data we bring together..."
"Data Science Lead","Bristol-Myers Squibb","Pennington, NJ 08534",nan,nan,"NA",829,52.2,"As key member of Global Biometrics Sciences team, candidate will be part of a cross-functional team of drug development scientists and data scientists focused..."
"Statistical Programmer","Cytel","Home Based",nan,nan,"NA",4,55.8,"Providing systems and support for clinical data management staff, clinical programmers, quality control (QC) staff, and biostatisticians;..."
"Data Scientist/ Data Visualization Analyst","Xconic","Sunnyvale, CA",nan,nan,"NA",nan,nan,"3+ experience in data visualization or related field. We are looking for highly motivated Individual who will work with various members of Data Intelligence &..."
"Associate Data Scientist-ISD","Walmart","Bentonville, AR 72712",nan,nan,"NA",nan,42.6,"Bachelors degree in Statistics, Economics, Analytics, Mathematics, Computer Science, Information Technology or related field and 7 years experience in an..."
"Marketing Data Scientist","Tractor Supply Company","Brentwood, TN 37027",nan,nan,"NA",nan,42.6,"Experience with and at least moderate aptitude in programming languages such as SAS, SPSS, R, SQL, or Python...."
"Data Scientist","Nuna","San Francisco, CA",nan,nan,"NA",nan,nan,"Nuna partners with healthcare payers, including government agencies, health plans, and self-insured employers, to turn data into learnings and information into..."
"Data Scientist","Blue State Digital","New York, NY",nan,nan,"NA",5,53.4,"Familiarity with a wide range of statistical methodologies and disciplines, including data visualization, machine learning, experimental design, and time series..."
"Data Scientist","Pragmatics","Suitland, MD",nan,nan,"NA",19,43.8,"NA"
"Data Scientist","Intellipro Group Inc.","Mountain View, CA",nan,nan,"NA",nan,nan,"Use data mining and machine learning skills to design and develop products which drive engagement, growth, retention, and monetization...."
"Data Scientist","Knewton","New York, NY",nan,nan,"NA",nan,nan,"We are seeking a Data Scientist to join the Data Science team. Knewton provides students with tailored recommendations for exactly what to study, teachers with..."
"Data Scientist","Cardinal Solutions Group","Cincinnati, OH",nan,nan,"NA",6,55.2,"What Data Scientists Do. Development experience with R, Python, Azure Machine Learning, SAS, SPSS or related languages and tools...."
"Data/Experimentation Scientist - Maps","Apple","Santa Clara Valley, CA",nan,nan,"NA",nan,52.2,"Experience with a variety of relevant data manipulation languages (Python, R, SQL). Experience with data visualization tools and best practices is highly..."
"Data Scientist I","OSF Healthcare","Peoria, IL 61615",nan,nan,"NA",84,41.4,"The Data Scientist I will utilize the advanced application of statistical analysis, modeling, machine learning, natural language processing, image processing..."
"Healthcare Statistician / Data Scientist","ThinkingAhead","Pittsburgh, PA",nan,nan,"$110,000 a year",nan,nan,"Statistician / Data Scientist. Knowledge of CMS data, census data, public health data, is highly desirable.*...."
"Data Scientist, Retail Analytics","LUCKY BRAND","Los Angeles, CA",nan,nan,"NA",266,51.0,"The Data Scientist, Retail Analytics will provide leadership in the development and execution of Retail and Customer analytics to support decision-making...."
"Data Scientist","Pragmatics, Inc.","Suitland, MD",nan,nan,"NA",2,42.0,"NA"
"Econometric Data Scientist","Lyra Health","Burlingame, CA",nan,nan,"NA",nan,nan,"Claims diagnostic analytics to identify the behavioral health care improvement opportunities for our clients...."
"Scientist","Raytheon","Cambridge, MA",nan,nan,"NA",nan,51.0,"(or foreign equivalent) in Applied Mathematics, Statistics or related field plus 1 year experience with statistical analysis of data & machine learning..."
"Data Scientist I","Big Fish Games","Oakland, CA 94612 (Northgate area)",nan,nan,"NA",13,44.4,"The Data Scientists are responsible for applying a wide variety of statistical and analytical techniques to business problems to glean valuable insights in..."
"Data Scientist / Machine Learning Engineer - Application & P...","Workday","San Francisco, CA 94105 (Financial District area)",nan,nan,"NA",28,44.4,"In addition to projects, you will be able to learn from fellow top notch data scientists and engineers, follow and share cutting-edge machine learning and deep..."
"Data Engineer","Aetion","New York, NY",nan,nan,"NA",nan,nan,"You will work closely with our scientists to understand client data sets and validate data integrity. You will parse large volumes of patient data into formats..."
"Citizen Data Scientist","ALM Media Properties, LLC.","Centennial, CO",nan,nan,"NA",nan,nan,"Partner with the business and independently design interactive analytic solutions Comfortable with datawarehousing concepts, preparing data, and configuring..."
"Software Engineer- Machine Learning","Mobilyte Inc","San Francisco, CA",nan,nan,"NA",nan,nan,"Software Engineer-Machine Learning San Francisco, CA FULL-TIME Candidate need to have:  * Python or Ruby experience * Experience with RDBMs: MySQL,"
"Algorithm Developer in Machine Learning","Expedition Technology, Inc.","Dulles, VA 20166",nan,nan,"NA",nan,nan,"NA"
"NA","Oscar Technology","Baltimore, MD",nan,nan,"$70,000 - $110,000 a year",nan,nan,"A new opportunity EXCLUSIVE to Oscar Tech has become available for a Data Scientist (SAS, R, SQL, Python, Hadoop, Analytics) to be based in Baltimore, MD...."
"Clinical Data Informatics Scientist","Pfizer Inc.","Groton, CT 06340",nan,nan,"NA",nan,52.2,"Provide access to de-identified clinical for exploratory research, including clinical data, working with statistics to appropriately aggregate clinical data..."
"Data Scientist","Trinity Health","Livonia, MI",nan,nan,"NA",136,42.0,"Applies statistical techniques and quantitative methods in reviewing Trinity Health data, to develop scorecards, population health analyses, benchmarking..."
"Vans Data Scientist","VF Corporation","Costa Mesa, CA",nan,nan,"NA",466,43.8,"Vans Data Scientist :. As the Data Scientist, Retail Analytics you and your efforts will provide exceptional leadership in the development and execution of..."
"Data Scientist IV - (B4)","Applied Materials Inc.","Santa Clara, CA",nan,nan,"NA",483,51.0,"Large-scale machine learning models using diverse data sources, including. Manufacturing and process information by applying machine learning...."
"Data Scientist","Agile Enterprise Solutions Inc","Las Vegas, NV",nan,nan,"$120,000 - $160,000 a year",nan,nan,"NA"
"Data Analyst","Predictive Science","United States",nan,nan,"NA",nan,nan,"This position is a freelance analyst position to work with other data scientists to provide support to executives and data scientists who are a part of the..."
"Computational Sciences - Optimization Specialist","ExxonMobil","Houston, TX 77046 (Montrose area)",nan,nan,"NA",nan,51.0,"We are looking for dynamic, creative, and resourceful individuals to join our research efforts in predictive and prescriptive analytics including but not..."
"Professional, Data Scientist","CoreLogic","San Diego, CA 92131",nan,nan,"NA",443,42.0,"Support Data Science team in data enrichment through the development of machine learning algorithms to fill data gaps through data derivation and data blending...."
"Data Scientist","Pragmatics","Suitland, MD",nan,nan,"NA",19,43.8,"NA"
"Data Scientist","ZeniMax Media","Rockville, MD 20850",nan,nan,"NA",2,51.0,"The Data Scientist will be responsible for validating incoming data, facilitating creation of reports, aiding advanced Data Scientists in analytics, making sure..."
"Data Scientist","Adobe","San Jose, CA",nan,nan,"NA",320,52.2,"As a Data Engineer/Scientist you will work to extract and organize large data sets to identify industry trends and benchmarks that will provide Adobe customers..."
"Data Scientist","HelloFresh","New York, NY",nan,nan,"NA",91,39.6,"NA"
"Data Science - USA","First Derivatives","New York, NY 10022 (Midtown area)",nan,nan,"NA",nan,nan,"Data Scientists explore vast amounts of information to detect patterns, trends and correlations that enable businesses to improve their products, services and..."
"Data Scientist","The Advisory Board Company","Washington, DC",nan,nan,"NA",104,43.2,"You will work with data scientists and industry experts to uncover data-driven insights on a wide spectrum of topics within Higher Education...."
"Data Scientist","Adams Land & Cattle, LLC","Broken Bow, NE",nan,nan,"NA",nan,nan,"Predictive analytics and interpretation of data. Graduate degree in Data Science, Statistics, Epidemiology, or other applied data science field preferred...."
"Data Scientist","SoFi","San Francisco, CA",nan,nan,"NA",20,40.8,"SoFi is seeking a Data Scientist to join our growing team of data scientist building a revolutionary client acquisition and personalization pipeline...."
"Data Scientist","JNN GROUP, INC","Pasadena, CA 91105",nan,nan,"NA",nan,nan,"JNN Group is a Data Governance and Analytics Consulting Firm that specializes in Business Analytics, Data Security & Data Privacy...."
"Data Scientist","Pragmatics, Inc.","Suitland, MD",nan,nan,"NA",2,42.0,"NA"
"Computational Sciences - Optimization Specialist","Exxon Mobil","Houston, TX",nan,nan,"NA",nan,51.0,"NA"
"Fall Intern - Robot Perception & Machine Learning","Fetch Robotics","San Jose, CA",nan,nan,"NA",nan,nan,"NA"
"J.P. Morgan Chase Institute Markets Research Analyst","JP Morgan Chase","New York, NY 10017 (Midtown area)",nan,nan,"NA",nan,44.4,"NA"
"Machine Learning Engineer","Facebook","Menlo Park, CA",nan,nan,"NA",185,52.2,"NA"
"Data Analyst-Statistical-Sr","Intermountain Healthcare","Salt Lake City, UT",nan,nan,"NA",435,51.6,"NA"
"Data Scientist..","Akamai","Santa Clara, CA",nan,nan,"NA",116,52.2,"NA"
"NA","Citi","Wilmington, DE",nan,nan,"NA",nan,44.4,"NA"
"Data Scientist, Statistician","Spreemo","New York, NY",nan,nan,"NA",3,31.2,"NA"
"Data Scientist","Pragmatics","Suitland, MD",nan,nan,"NA",19,43.8,"NA"
"Data Scientist","St. Jude Children's Research Hospital","Memphis, TN",nan,nan,"NA",139,53.4,"NA"
"Data Scientist","Grammarly, Inc.","San Francisco, CA",nan,nan,"NA",nan,nan,"NA"
"Data Scientist","Payoff","Costa Mesa, CA 92626",nan,nan,"NA",5,53.4,"NA"
"Data Scientist","Caliber Home Loans","Coppell, TX 75019",nan,nan,"NA",150,40.8,"NA"
"Data Scientist","CreditCards.com","Austin, TX 78759 (Arboretum area)",nan,nan,"NA",3,52.8,"NA"
"Data Scientist","Nielsen","Tampa Bay, FL",nan,nan,"NA",nan,44.4,"NA"
"Data Scientist","Visionist, Inc.","Columbia, MD 21046",nan,nan,"NA",nan,nan,"NA"
"Data Scientist","Career Evolutions","Phoenix, AZ",nan,nan,"$75,000 a year",2,60.0,"NA"
"DATA SCIENTIST","CIITS","Boca Raton, FL",nan,nan,"NA",nan,nan,"We need a Big Data (Hadoop and/or Teradata) Data Architect, Data Strategist, Data Scientist caliber position. Experience working with big data using SQL, Hadoop..."
"Data Scientist I","Jet Propulsion Laboratory","Pasadena, CA",nan,nan,"NA",63,52.8,"This individual will be responsible for applying modern open source techniques for data analysis, performing research in the area of data science as it applies..."
"Applications Consultant 1 - Data Science","Capgemini","Atlanta, GA",nan,nan,"NA",nan,43.8,"Data scientist or on advanced analytics / statistics projects. Practice within Capgemini, we work with the latest advanced analytics, machine...."
"Data Scientist","Federal Reserve Board of Governors","Washington, DC",nan,nan,"NA",375,51.6,"Utilizes data mining techniques to optimize decisions that support Division strategic objectives. Conducts statistical and mathematical initiatives to predict..."
"Data Scientist","CompIQ","New York, NY",nan,nan,"NA",nan,nan,"We're looking for a highly analytical data scientist who's creative and willing to explore just how far data can really take us and set into motion the..."
"Machine Learning Data Scientist II","American Family Insurance","Chicago, IL",nan,nan,"NA",706,43.2,"R3089 Machine Learning Data Scientist II (Open). Demonstrated experience in machine learning, predictive modeling, or statistics / data mining using large..."
"Junior Data Scientist","Coverent","Springfield, VA",nan,nan,"NA",nan,nan,"Experience with statistical analysis or data visualization software (SPSS, Tableau, R, or Python). May include definition of sampling plans as well as..."
"Data Scientist","Ibotta","Denver, CO 80202 (Lodo area)",nan,nan,"NA",5,43.8,"2+ years of professional experience as a Data Scientist, or equivalent analytics role, focusing on machine learning and/or statistical modeling...."
"Data Scientist","Egnyte, Inc.","Mountain View, CA 94043",nan,nan,"NA",nan,nan,"Please send your resume to jobs@egnyte.com and mention 'Data Scientist' in the subject line. As our company continues to grow and we transition to a data driven..."
"Associate Scientist/Associate Data Review Specialist","Eurofins Lancaster Laboratories Inc.","Lancaster, PA",nan,nan,"NA",nan,nan,"Ensure that the client receives quality data by reviewing laboratory data for accuracy, clarity, and adherence to GMP and/or GLP regulations...."
"Machine Learning / Artificial Intelligence Scientist","Ford Motor Company","Dearborn, MI",nan,nan,"NA",nan,52.8,"Ford Global Data Insight and Analytics (GDI&A) is looking for a data scientist with an emphasis on Machine Learning and scalable computing...."
"Machine Learning Systems Engineer","Intel","Hillsboro, OR 97124",nan,nan,"NA",nan,52.2,"Come join Intel's Artificial Intelligence Group, t his position focuses on data analytics applications using deep learning and machine learning approaches...."
"Research Informatics Analyst I","Children's Hospital Colorado","Aurora, CO",nan,nan,"NA",84,51.6,"Gathers functional and technical requirements to design, build, test, deliver and manage data repositories, reporting, ETL, data warehouse, registry or data..."
"Data Engineer, Predictive Modeling","Carvana","Phoenix, AZ",nan,nan,"NA",16,44.4,"Create data flows to automate the use of algorithms created by our data scientists, to enable insights into problems as well as highlight opportunities to..."
"Data Scientist","ManTech International Corporation","Reston, VA",nan,nan,"NA",833,44.4,"The Contractor will apply specialized experience in statistics and machine learning algorithms (how to gather, clean, and appropriately use data in models that..."
"Data Scientist","Esurance","San Francisco, CA",nan,nan,"NA",149,42.0,"Data scientists in the group develop tangible and actionable recommendations that are then implemented in real-time to improve business operations...."
"Decision Scientist","Grubhub","Chicago, IL 60602 (Loop area)",nan,nan,"NA",131,39.6,"Ability to query data sources directly using SQL like query languages from data warehouse Studied a technical, quantitative, or analytical field in school..."
"Data Scientist","Star Tribune Media Company, LLC.","Minneapolis, MN",nan,nan,"NA",36,43.8,"Experience with web analytics (Adobe Analytics or Google Analytics) a plus. Star Tribune is looking for a Data Scientist who is obsessed with advanced analytics..."
"Data Scientist","Pragmatics, Inc.","Suitland, MD",nan,nan,"NA",2,42.0,"NA"
"Quantitative Analyst","CoStar Group","Boston, MA",nan,nan,"NA",133,40.2,"NA"
"Data Scientist (Hands On Coding, Big Data)","Motion Partners","McLean, VA",nan,nan,"$120,000 - $200,000 a year",nan,nan,"Right now, this rapidly expanding division is seeking several Data Engineers/Scientists who have a strong background in machine learning...."
"NA","KOCH INDUSTRIES INC","Atlanta, GA 30303 (Five Points area)",nan,nan,"NA",13,40.2,"Data Analyst/Data Scientist:. Opportunities to create innovative (web, mobile, data analytics, business intelligence) applications and integrate large scale..."
"Research Analyst","Research for Action","Philadelphia, PA 19110 (City Center West area)",nan,nan,"NA",3,51.0,"The Research Analyst will collaborate with project directors and project team members across a variety of research projects, as well as manage projects or..."
"Data Scientist, Analyst","Moxie","Atlanta, GA",nan,nan,"NA",18,44.4,"As a Data Scientist, you will have a critical role throughout the exploratory data analysis process using your business intuition and your strong technical..."
"Professional-Data Scientist - BIG DATA","AT&T","Plano, TX",nan,nan,"NA",nan,44.4,"Data Analytics, Machine. Modeling, data mining, and research purposes. Data discovery around new data sources or new uses for existing data...."
"Data Scientist / Computer Vision","SFL Scientific","Boston, MA",nan,nan,"$85,000 - $140,000 a year",nan,nan,"5+ years of software development experience, machine learning, pattern recognition, data mining, or artificial intelligence...."
"Data Scientist - R Suite","Diverse Lynx","Orlando, FL",nan,nan,"NA",78,56.4,"Data Scientist - R Suite. R, Statistics, cGMP and Life Sciences. This web page contains privileged and confidential information intended only for use by a..."
"Entry Level: Clinical Statistical Programmer","K3-Innovations, Inc.","Basking Ridge, NJ",nan,nan,"NA",nan,nan,"Designs, develops, evaluates and modifies SAS programs to analyze and evaluate clinical trial data. Biostatistics, Computer Science, Mathematics, Statistics, or..."
"Network Data Scientist","Facebook","Menlo Park, CA",nan,nan,"NA",185,52.2,"We are looking for a Network Data Scientist to join our Backbone Planning Team to evaluate network usage and develop traffic growth forecasts...."
"Jr Quantitative Risk Analyst","BNY Mellon","Pittsburgh, PA 15219 (Middle Hill area)",nan,nan,"NA",nan,42.6,"The candidate must have excellent scientific and technical documentation skills. Compliance helps ensure BNY Mellon's businesses maintain appropriate processes..."
"Junior Data Analyst (3+ months)","SEIU 775 Benefits Group","Seattle, WA",nan,nan,"NA",3,52.8,"You will join a dynamic business analytics team and work closely with the data scientists and senior business analysts to analyze rich data sets and build..."
"Data Scientist","SpotX","Broomfield, CO 80020",nan,nan,"NA",3,40.8,"Build machine learning or statistical models to discover actionable insights. SpotX gives publishers the control, transparency and actionable insights needed to..."
"Data Review Scientist","CHARLES RIVER LABORATORIES","Newark, DE",nan,nan,"NA",174,42.6,"Assemble all sequence data and generate identification reports. Provide daily support for the sequence data assembly process...."
"Machine Learning Scientist","Microsoft","Redmond, WA 98052",nan,nan,"NA",nan,52.2,"We are looking for someone with experience in applied machine learning and a desire to ship machine learning solutions to customers...."
"Data Scientist","Capital One","Seattle, WA",nan,nan,"NA",nan,51.0,"Integrating with external data sources and APIs to discover interesting trends. Building machine learning models from development through testing and validation..."
"Operations Research Analyst Job","SAIC","Lackland AFB, TX",nan,nan,"NA",nan,51.6,"SAIC is Redefining Ingenuity through its deep customer and domain knowledge to enable the delivery of systems engineering and integration offerings for large,..."
"Data Scientist","VideoAmp","Santa Monica, CA",nan,nan,"NA",2,54.0,"NA"
"Fluid Mechanics / Data Processing Scientists","Banzan International Group Corporation","Acton, MA 01720",nan,nan,"NA",nan,nan,"NA"
"Data Scientist","Feedzai","San Mateo, CA",nan,nan,"NA",nan,nan,"NA"
"Research Analyst","Centra Technology","Washington, DC",nan,nan,"NA",3,51.0,"CENTRA offers a full range of benefits, including competitive salary, comprehensive health plan including dental coverage, company-paid life & disability..."
"Sr Analyst, Data Mgmt Quantitatve Analysis","BNY Mellon","Syracuse, NY",nan,nan,"$45,000 a year",nan,42.6,"Applies techniques such as SQL, querying and macro development to extract data for populating models. Data Management and Quantitative Analysis - IC2 Under..."
"Data Scientist- Marketing Analytics","CLEARLINK","Salt Lake City, UT 84116 (Rose Park area)",nan,nan,"NA",139,42.0,"NA"
"Research Analyst","Paradigm Investigations","New York, NY",nan,nan,"$25 an hour",2,60.0,"NA"
"Data Scientist","Ascential","New York, NY",nan,nan,"NA",3,60.0,"NA"
"Data scientist","PI Benchmark","Berkeley, CA",nan,nan,"NA",nan,nan,"NA"
"Data Scientist","Pragmatics","Suitland, MD",nan,nan,"NA",19,43.8,"NA"
"Junior Data Scientist","W2O Group","Austin, TX",nan,nan,"NA",6,40.2,"We are looking for Data Scientists with a background in programming, data analysis, and machine learning...."
"Data Analysis Engineer","Tesla Motors","Palo Alto, CA",nan,nan,"NA",520,43.2,"Develop data analysis code, databases, & data visualizations. Python development, databases (MySql, MongoDB, etc.), data visualization...."
"Data Scientist","Fabric.com","Kennesaw, GA",nan,nan,"NA",19,42.0,"Experience with data wrangling, SQL, and basic data modeling. Experience with visualization of data. Are you interested in improving the shopping experience for..."
"Data Scientist","Fareportal Inc.","New York, NY 10020 (Midtown area)",nan,nan,"NA",89,42.6,"Must be well versed in languages such as Python, R, SQL, Spark, and have a strong understanding of machine learning, statistical and probability analysis,..."
"Data Scientist","Wake Forest University","Winston-Salem, NC",nan,nan,"NA",67,51.6,"Advanced knowledge of SAS (Base, Enterprise Miner, Enterprise Guide, and/or Visual Analytics), SPSS, R, Tableau, MS Excel, Python or relevant software for..."
"Data Scientist","Frontier Communications","Norwalk, CT",nan,nan,"NA",891,42.0,"NA"
"Associate Data Scientist - Statistical Operations","comScore","Portland, OR",nan,nan,"NA",37,42.6,"Associate Data Scientist - Statistical Operations. Knowledge of data mining and software applications. Data management experience with SQL and SAS programming...."
"Data Scientist","Tapjoy","San Francisco, CA 94104 (Financial District area)",nan,nan,"NA",5,41.4,"Strong understanding of Algorithms, Data Structures and Machine Learning / Data Mining. Position Title - Data Scientist...."
"Data Scientist","Pragmatics, Inc.","Suitland, MD",nan,nan,"NA",2,42.0,"NA"
"Analytics Data Analyst","HP","Houston, TX",nan,nan,"NA",nan,51.0,"Interest, passion and ability to work across virtual teams Excellent written/oral communication skills, including the ability to communicate findings to..."
"Data Scientist","Digital Reasoning","Nashville, TN",nan,nan,"NA",nan,nan,"3+ professional experience with modeling and analysis, computational linguistics/NLP, semantic web technology, machine learning, and/or large-scale data mining...."
"Head of Engineering at Machine Learning Startup","Percolata Corporation","Palo Alto, CA",nan,nan,"NA",nan,nan,"Experience in a high growth B2B SaaS startup working at the intersection of data, machine learning, and software...."
"Quantitative Validation Analyst","Huxley Banking & Financial Services","Wilton, CT",nan,nan,"NA",nan,nan,"Advanced skills in Excel, SAS and SQL. This Quantitative Validation role provides model validation and advance qualitative and quantitative analysis for..."
"Data Scientist","Engility Corporation","Springfield, VA 22152",nan,nan,"NA",325,43.2,"Train, evaluate and deploy predictive analytics models using statistical and machine learning techniques and methods...."
"Data Operations Analyst","McKinsey & Company","Waltham, MA",nan,nan,"NA",273,52.8,"As a Data Operations Analyst you will work with data scientists, data architects, consultants and clients on projects that use complex data and advanced..."
"Data Scientist Intern","Adobe","San Jose, CA",nan,nan,"NA",320,52.2,"Human-Computer Interaction, Data Mining, Information Retrieval, Information Visualization, or Machine Learning...."
"Analyst, Data and Analysis","DigitasLBi","Detroit, MI",nan,nan,"NA",122,43.8,"Customer database analytics, marketing consulting services, and digital media analytics:. Providing integrated, analytic marketing solutions to improve client..."
"Data Scientist","Pragmatics","Suitland, MD",nan,nan,"NA",19,43.8,"NA"
"Data Scientist/ Analyst","GSGSUS","New York, NY",nan,nan,"NA",nan,nan,"Answer complex business questions by using appropriate statistical techniques on available data or designing and running experiments to gather data...."
"Data Scientist","WideOrbit","Bellevue, WA",nan,nan,"NA",5,40.2,"NA"
"Machine Learning Engineer","Toyota Research Institute","Los Altos, CA",nan,nan,"NA",nan,nan,"You work alongside top research scientists in machine learning and are responsible for deploying cutting-edge machine learning techniques across truly vast..."
"Decision Scientist","Facebook","Menlo Park, CA",nan,nan,"NA",185,52.2,"Design and implement reporting dashboards that track key metrics and performance trends, and provide actionable insights to marketing leadership...."
"Data Scientist (Search / Entity Algorithms)","IO Tahoe","Jersey City, NJ",nan,nan,"NA",nan,nan,"Multiple years of data science/Analytics experiencewith proven track record of using advanced statistical methods, information retrieval, data mining techniques..."
"Data Scientist - Test & Learn Analytics","J.Crew Group, Inc.","New York, NY 10003 (Greenwich Village area)",nan,nan,"NA",575,44.4,"NA"
"Data Scientist","Lexington Solutions Group","Washington, DC 20032 (Anacostia area)",nan,nan,"NA",nan,nan,"Analytical tools, data mining or database. Analyze and determine informational needs and elements, data relationships and attributes, proposed manipulation,..."
