"jobtitle","company","location","salary","companysize","companyrating","summary"
"RDE Data Analyst Intern","Ecolab","Eagan, MN","NA",786,42.6,"Work closely with data scientists and analysts in the team to design and develop data mining and machine learning algorithms to solve the real problems defined...."
"Data Scientist","WestRock","Duluth, GA","NA",296,40.8,"NA"
"Data Scientist","Red Ventures","Charlotte, NC","NA",345,40.8,"Proficient at collecting and mining data from disparate data sources, and willing to dig deeper and understand the process that creates the data...."
"Data Scientist","MOJA","McLean, VA","NA",nan,nan,"A minimum of five years using Linux. Developing, testing and monitoring connections to interfacing systems such as data feeds from numerous organizations and..."
"Quantitative Finance Analyst","Bank of America","Charlotte, NC 28255 (Wilmore area)","NA",nan,44.4,"Subject credit models are also integral to the capital management PD/EAD/LGD parameter quantification process and reporting (Basel 3 Risk Weighted Assets and..."
"Data Scientist","TrustPath Inc.","Santa Clara, CA","NA",nan,nan,"Train innovative ML/DL model in the networking security domain..."
"Data Science Intern (Summer 2018)","HomeAway","Austin, TX","NA",69,52.2,"NA"
"Data Scientist","MassMutual Financial Group","Boston, MA 02298 (Central area)","NA",560,43.8,"NA"
"Deep Learning Engineer (Full-time/Internship)","TuSimple","San Diego, CA","NA",nan,nan,"NA"
"Data Scientist","PARC, a Xerox company","Palo Alto, CA","NA",nan,nan,"Data Scientist in Systems Analytics. We are seeking an applied data scientist to join an interdisciplinary team of engineers developing innovative applications..."
"Data Scientist","Leidos","Baltimore, MD 21240","NA",284,43.8,"Data Scientist role is responsible for modeling complex Institute problems, discovering Institute insights and identifying opportunities through the use of..."
"Entry Level SAS/Statistical Programmer","Wizsolution LLC","Princeton, NJ","NA",4,39.0,"May work with medical writing, clinical operations, and other clinical staff to support deliverables. Perform SAS data manipulation and analysis programming...."
"Data Scientist","American Institutes for Research","Washington, DC","NA",61,42.6,"NA"
"Data Scientist","SAS Institute","Irvine, CA 92614","NA",93,51.0,"Deep-learning neural networks data mining approaches; SAS employees performing certain job functions may require access to technology or software subject to..."
"Data Scientist","DISH Network","Englewood, CO","NA",nan,40.8,"This position is an opportunity for a motivated data scientist to put their stamp on the data analytics capabilities in our organization and evangelize a data..."
"Data Scientist - Strategy","Staples","Framingham, MA 01702","NA",nan,42.6,"Extensive Experience with R, data mining, machine learning, statistical modeling tools and underlying algorithms...."
"Digital Data Scientist","Discover Financial Services","Riverwoods, IL","NA",nan,51.0,"O Generate customer behavior insights to drive next generation digital customer experience innovation including servicing automation using strong hands-on text..."
"Data Scientist","American Savings Bank","Honolulu, HI","NA",67,51.6,"Provides data analytics in support of the company's enterprise risk management program. Minimum ten (10) years of relevant risk or finance experience with eight..."
"Entry Level Data Scientist","IBM","United States","NA",nan,51.0,"They draw upon the practice of data analysis, using predictive analytics, data mining, pattern recognition, data modeling, machine learning and various..."
"Data Scientist - Predictive Analytics","Verizon","Township of Warren, NJ 07059","NA",nan,44.4,"NA"
"Data Scientist","DL Recruiting Partners","Remote","NA",nan,nan,"Develop visualization, machine learning, optimization and statistical inference solutions using very large scale proprietary and public data sets in health care..."
"NA","Dell","Remote","NA",nan,51.0,"NA"
"Data Scientist","AMERICAN SYSTEMS","Orlando, FL 32837","NA",114,51.0,"Perform as a data scientist to collate, model, interpret, and visualize large volumes of data. Data mining using state-of-the-art methods...."
"Data Analyst","Ivory Systems","Seattle, WA","NA",nan,nan,"Work with computational biologists, computational scientists, clinical programmers, vendors and study scientists to help resolve data quality issues...."
"Data Scientist","ICF","Fairfax, VA","NA",291,41.4,"NA"
"Data Scientist","Harris County","Houston, TX","NA",107,43.8,"Experience with data analysis and processing large amounts of data from Microsoft SQL Server Databases. Explores and examines court data from a variety of..."
"Data Scientist","AmTrust Financial Services","Cleveland, OH","NA",22,31.8,"As a Data Scientist, you will unveil insights in our data that will allow us to improve the decision-making process both at an operational and strategic level...."
"Data Scientist","Catapult Sports","Chicago, IL","NA",nan,nan,"The role will complement our strong data science skills in data visualization, machine learning and applied sport science with a focus on a software engineering..."
"Data Science Associate - Emerging Technologist Program - Ful...","Nielsen","Tampa Bay, FL","NA",nan,44.4,"NA"
"Data Scientist/Quantitative Analyst, Engineering","Google","San Francisco, CA","NA",nan,52.8,"4 years of relevant work experience (e.g., as a statistician / computational biologist / bioinformatician / data scientist), including deep expertise and..."
"Data Scientist","Elder Research Inc","Arlington, VA 22201 (Lyon Village area)","NA",nan,nan,"While we do not have any openings for Data Scientists at this time, you are welcome to submit a resume for our files...."
"Data Scientist","ownerIQ","Boston, MA","NA",3,40.8,"Technical experience in data manipulation technologies (SQL, Excel), languages (Python, R, Java), visualization (Tableau, Spotfire) and big data technology..."
"Quantitative Analyst","EOS USA","Norwell, MA","NA",73,32.4,"Expertise with software frameworks supporting scientific computing, data management, machine learning, and mathematical optimization;..."
"Data Scientist","DataRobot","Boston, MA 02109 (Central area)","NA",2,60.0,"We are looking for talented people with excellent engineering skills and deep knowledge of Machine Learning who can analyze problems, develop innovative..."
"Data Science Analyst","HarrisX","San Francisco, CA","NA",nan,nan,"Conduct deep dives into data trends and potential data irregularities using advanced analytics and statistical methods...."
"Data Analyst / Data Scientist","Defined Clarity","Philadelphia, PA 19123 (Poplar-Ludlow-Yorktowne area)","$65 - $75 an hour",nan,nan,"Must be able to write SQL queries and must have experience with data extraction. We have a client that is looking for a data scientist to add to its team...."
"Data Scientist","Uptake","Chicago, IL","NA",2,51.0,"NA"
"Data Scientist","AmerisourceBergen","Chesterbrook, PA","NA",846,42.6,"Our Business Analysts/Data Visualization Specialists work directly with business stakeholders to drive business analytics solutions and communicate insights via..."
"Data Scientist","Diverse Lynx LLC","Renton, WA","NA",78,56.4,"Machine Learning Algorithms Used in Conjunction with NLP' Qualifications. Heavy use of SQL query language for complex database queries as well as data analysis,..."
"Data Scientist, Fleet Analytics","Tesla Motors","Palo Alto, CA","NA",545,43.2,"Working directly with data engineers and the broader community of scientists and analysts you'll guide analysis, define and operationalize data-services, and..."
"Data Scientist","True Religion Brand Jeans","Manhattan Beach, CA","NA",154,43.8,"Designing rich data visualizations to communicate trends and data. Integrating with external data sources and APIs to discover interesting trends (Epicor,..."
"Data Scientist","Spectrum","Greenwood Village, CO","NA",nan,43.2,"Individuals within the Data Scientist role are responsible for modeling complex problems, discovering insights and identifying opportunities through the use of..."
"DATA SCIENTIST","GRAIL, Inc.","Menlo Park, CA","NA",nan,nan,"(e.g., as a statistician / data scientist / computational biologist) including deep expertise in stochastic modeling, high-dimensional classification, and/or..."
"Data Scientist","Two Sigma Investments, LLC.","New York, NY","NA",5,43.8,"Identifying timely and unique data sets, diving deep into a diverse set of data domains, visualizing and exploring and visualizing underlying data drivers, and..."
"Data Scientist","National Opinion Research Center (NORC)","Chicago, IL","NA",19,39.0,"At NORC, Data Scientists play a strategic role in supporting our research teams to produce valuable insights for our clients...."
"Data Scientist","University of Utah","Salt Lake City, UT","$75,900 - $130,000 a year",322,52.8,"Interprets results from multiple sources using a variety of techniques, ranging from structured data extraction to complex data mining from clinical notes...."
"Product Analyst, Data Science","Google","San Bruno, CA","NA",nan,52.8,"Deep interest and aptitude in data, metrics, analysis and trends and applied knowledge of measurement, statistics and program evaluation...."
"Data Scientist","Xaxis","New York, NY","NA",9,42.6,"Mentor less-experienced members of the team toward becoming better data scientists. Deep domain knowledge in at least one business area and experience with..."
"Data Scientist","Ativa Medical","Saint Paul, MN 55114 (Saint Anthony area)","NA",nan,nan,"Collaborate with product managers, data scientists and engineers, gather requirements and deliver complete analytics/reporting solutions...."
"Data Scientist","Webinterpret","Remote","NA",3,40.8,"Data Scientist in. Experience with Machine Learning, Deep Learning. As a Data Scientist you will be a part of a...."
"Data Scientist","Logic20/20","Seattle, WA 98115 (Wedgwood area)","NA",2,60.0,"Collaborating with other data scientists and stakeholders on projects. MS / PhD in Machine Learning, Statistics, Computer Science, Data Mining, Math or any..."
"Data Scientist, Analytics, Intern","Facebook","Menlo Park, CA","NA",189,52.2,"The Analytics team is looking for fast-moving analytics candidates and data junkies who want to make an impact...."
"Data Scientist","pymetrics","New York, NY","NA",2,51.0,"Machine learning, predictive modeling, statistical inference, experimental design, data mining, and optimization...."
"Data Scientist - Advanced Analytics and Emerging Technologis","Anadarko Petroleum Corporation","The Woodlands, TX","NA",184,53.4,"As part of the Data Science & Advanced Analytics team, the Data Scientists specializing in Artificial Intelligence and/or Machine Learning will bring their..."
"Market Research Analyst","HomeAway","Austin, TX","NA",69,52.2,"Competitive health and insurance benefits. Manage ad-hoc research from research request through report delivery...."
"Data Scientist Intern","Wavsys, LLC","Springfield, MO","$15 - $19 an hour",4,52.8,"SQL:. Provides IT Desktop support to the relevant End-user community in the location/region based, this includes all desktop computing hardware and software and..."
"Data Scientist","Bed Bath & Beyond","Union, NJ 07083","NA",nan,42.6,"The Customer & Business Analytics department is a World Class Analytics group, responsible for providing actionable insights into various aspects of the..."
"Data Scientist","The Hartford","Hartford, CT","NA",nan,43.2,"The data scientist will support the small commercial data science team. Experience with regression techniques, machine learning, natural language processing are..."
"Data Scientist","Secure Technologies Group","Fort Meade, MD","NA",nan,nan,"Experience with machine learning / intelligence, deep learning, neural networks, statistical classification, and related techniques...."
"Associate Research Scientist - Machine Learning","Pearson","San Antonio, TX 78259 (Encino Park area)","NA",nan,44.4,"*Associate Research Scientist - Machine Learning**. + Strong coding skills in a general statistical and data analysis language (e.g., SAS, R, Stata, SPSS)...."
"Data Scientist, Customer Analytics","Western Union","Englewood, CO 80112","NA",675,51.0,"Right now, we are seeking a Data Scientist, Customer Analytics based in our Englewood, CO office (global headquarters)...."
"Data Scientist","Milliman","Cambridge, MA","NA",35,44.4,"We are seeking talented data scientists to join our data modeling team. Data Scientists must be able to translate client needs into tangible results, architect..."
"Data Scientist","Purdue University","West Lafayette, IN","NA",569,52.8,"The Data Scientist will author and submit work for scientific publications as well as provide technical direction and leadership to ITaP staff and ensure the..."
"Data Sciences Intern (Paid) - Summer 2018","BOEING","Bellevue, WA","NA",nan,51.6,"Skilled scientists and thinkers. Statistics, machine learning (computer science), data science, mathematics, or information technology...."
"Data Scientist/Analytics Engineer (Machine Learning and Big...","FICO","San Jose, CA 95110 (Downtown area)","NA",91,43.2,"Significant experience working with Big Data Technologies such as Spark, Hadoop, streaming technologies and applying large scale Machine Learning techniques..."
"Data Analysis Associate","Synergy Health","Sacramento, CA","NA",68,40.8,"Processes and interprets data from a variety of sources, including the district-wide data system (e.g. Ability to use data management systems...."
"Data Scientist / Predictive Analyst","Farmers Insurance Group","Woodland Hills, CA","NA",nan,43.2,"Contributes to the development and implementation of predictive analytics through the application of advanced statistical and analytical techniques in order to..."
"Data Scientist (Machine Learning)","First Orion","Little Rock, AR","NA",nan,nan,"Individuals in this role will use their intense curiosity and data mining skills to dive into large data sets...."
"Quantitative Data Analyst","The New York Public Library","Manhattan, NY","NA",26,43.8,"Leveraging a broad toolkit of analytical and statistical techniques to conduct end-to-end data analysis (including data gathering/extraction, quality control..."
"Data Scientist","Cyber Hill, LLC","Vienna, VA 22182","NA",nan,nan,"Data Scientist - Cyber Hill. Data shaping for low level data presentation tools consumption. Data Mart design...."
"Data Scientist","Johnson Controls","Milwaukee, WI","NA",nan,44.4,"Degree in Predictive Analytics, Applied Mathematics, Applied Statistics, Computer Science, Actuarial Science, Business Analytics, Business Intelligence &..."
"Junior Data Scientist/Data Scientist","Penguin Random House","New York, NY 10019 (Midtown area)","NA",205,51.6,"We are an agile team of data scientists and software engineers. The Data Science & Analytics group at Penguin Random House is seeking a Junior Data Scientist..."
"Data Scientist","Agile Enterprise Solutions Inc","Las Vegas, NV","$120,000 - $160,000 a year",nan,nan,"NA"
"Research Scientist","Cleveland Clinic","Cleveland, OH 44195 (Fairfax area)","NA",nan,51.6,"NA"
"Statistical Data Mining Analyst/Cognos","Synergy Health","Charlotte, NC","NA",68,40.8,"NA"
"Statistical Analyst II","Dexcom","San Diego, CA","NA",39,43.8,"NA"
"Scientific Research Analyst Level III","Tulane University","New Orleans, LA","NA",164,52.8,"The Scientific Research Analyst III will support recruitment of sites and administration of surveys and related data collection;..."
"BI Engineer / Data Scientist","DispatchHealth","Denver, CO","NA",nan,nan,"NA"
"Junior Front-End Data Scientist","Mathematica Policy Research","Cambridge, MA 02139 (Area IV area)","NA",42,43.8,"NA"
"Data Scientist","Twitter","San Francisco, CA 94103 (South Of Market area)","NA",40,51.0,"NA"
"Statistician","DigitalSpec, LLC","Tysons Corner, VA","NA",2,54.0,"NA"
"Data Scientist:","Sumeru Solutions","San Francisco, CA 94105 (Financial District area)","NA",2,60.0,"NA"
"Machine Learning Intern","Calpine","Houston, TX 77002 (Downtown area)","NA",65,43.2,"NA"
"Data Science Intern","CuraCloud Corporation","Seattle, WA","NA",nan,nan,"NA"
"Data Science Engineer","Apple","Austin, TX","NA",nan,52.2,"NA"
"Quantitative Analysis, Full Time Analyst (North America)","Citi","New York, NY","NA",nan,44.4,"NA"
"Data Scientist","Daimler","Sunnyvale, CA","NA",773,52.2,"NA"
"Data Scientist - Manufacturing Analytics","Ford Motor Company","Dearborn, MI 48121","NA",nan,52.8,"NA"
"Data Scientist","Textio","Seattle, WA","NA",nan,nan,"NA"
"Machine Learning Research Engineer","Boston Dynamics","Waltham, MA 02451","NA",nan,nan,"NA"
"Data Scientist","Affirm","San Francisco, CA 94126 (Financial District area)","NA",nan,nan,"NA"
"Data Scientist","Atria Senior Living","Louisville, KY 40202 (Central Business District area)","NA",485,41.4,"NA"
"Data Scientist","Cisco","San Jose, CA","NA",nan,51.6,"NA"
"Clinical Research Data Manager / Analyst","University of Michigan","Ann Arbor, MI","$54,200 - $63,750 a year",713,53.4,"Revisions to data entry screens, data checks, Data Management Plans and reporting requirements. Responsible for data management for multiple clinical trials and..."
"Data Scientist, Algorithms","Wayfair","Boston, MA 02116 (South End area)","NA",189,42.0,"NA"
"Genomic Data Scientist","Booz Allen Hamilton","Rockville, MD","NA",nan,44.4,"NA"
"Data Scientist","BuzzFeed","New York, NY","NA",7,44.4,"NA"
"Scientist, Data Sciences","Johnson & Johnson Family of Companies","Spring House, PA","NA",nan,52.8,"NA"
"Data Scientist","Loot Crate","Los Angeles, CA 90031","NA",9,44.4,"NA"
"Data Science Analyst","xentity corporation","Denver, CO","NA",2,60.0,"NA"
"Data Scientist","ROKITT Astra","Jersey City, NJ","NA",nan,nan,"NA"
"Data Scientist","Cubic Corporation","McLean, VA","NA",132,42.6,"Experience with large scale data manipulation, analytic tools, and data visualization. Ability to simultaneously understand computer science concepts, data..."
"Data Scientist - Connections","Amazon Corporate LLC","Seattle, WA","NA",nan,43.2,"NA"
"Data Scientist","Analytical Mechanics Associates, Inc.","Dallas, TX","NA",nan,nan,"NA"
"Business Analytics Consultant","PNC Financial Services Group","Pittsburgh, PA 15289 (Central Business District area)","NA",nan,43.2,"NA"
"Data Scientist","Fanatics Inc.","San Mateo, CA","NA",256,43.2,"NA"
"Data Scientist - Marketplace Integrity","Uber","San Francisco, CA 94105 (Financial District area)","NA",214,44.4,"NA"
"Data Scientist","Nelson Intelligence Solutions","Springfield, VA","NA",nan,nan,"NA"
"Junior Data Scientist","Leidos","Annapolis Junction, MD 20701","NA",284,43.8,"NA"
"Data Scientist","Tenor","San Francisco, CA","NA",3,55.2,"NA"
"Data Scientist","Securly","San Jose, CA 95113 (Downtown area)","NA",2,39.0,"We need a data scientist. Experience in one or more of the following - Deep Learning, Machine Learning, Natural Language Processing...."
"Data Scientist - Humana Government Business","Humana","Louisville, KY","NA",nan,43.2,"Interact with external customers to gather project requirements, provide status updates, and share analytical insights...."
"Data Scientist","BetterCompany","San Francisco, CA","NA",nan,nan,"Excellent health and dental benefits. 2+ years of data science experience (or academic equivalent). BetterCompany is looking for a highly motivated and..."
"Data Scientist","Hewlett Packard Enterprise","Santa Clara, CA","NA",nan,43.8,"What You'll Do Work with domain experts to identify and formalize machine learning problems for wireless and wired network diagnostics, root causing, problem..."
"Machine Learning Engineer, Predictive Intelligence","Apple","Santa Clara Valley, CA","NA",nan,52.2,"We are looking for a senior machine learning engineer who can solve novel problems in areas including personalization, information extraction, and performance..."
"Data Scientist Intern","Amazon Corporate LLC","Seattle, WA","NA",nan,43.2,"This role will also build tools and support structures needed to analyze data, dive deep into data to resolve root causes of systems errors & changes, and..."
"DBA/Data Scientist","Active Engagement","Harrisonburg, VA","$75,000 - $100,000 a year",nan,nan,"Bonus points for experience in data science, shell scripting/programming, and applying AI/machine learning to large data sets...."
"Data Scientist","6sense","San Francisco, CA","NA",nan,nan,"Our data scientists are not optimizing software; We work with big data at scale, advanced machine learning and predictive modeling to find buyers and predict..."
"Data Scientist","Corning","Corning, NY 14830","NA",306,51.0,"This candidate will be responsible for gathering existing data and/or generating new data to solve technical, business or project related problems...."
"Data Scientist - REMOTE","PTP","Gold River, CA","NA",5,42.6,"Analyze and extract key insights from rich stores of customer data. PTP is looking for a Data Scientist to join our Customer Experience practice...."
"Data Scientist","CICONIX","San Antonio, TX","NA",nan,nan,"Our Data Scientist will; Facilitates the gathering and sharing of relevant intellectual knowledge, expertise and data with clinical and research groups within..."
"Data Scientist","INgrooves Music Group","Los Angeles, CA","NA",nan,nan,"1 year of data extraction/transformation (e.g., coding with Python, Scala, Java, and analytics with R, SQL, Pandas, Hadoop, Hive, Spark), and visualization (ROC..."
"Data Science Internship Fall 2017","Crisis Text Line","New York, NY","NA",28,56.4,"Chief Data Scientist. Crisis Text Line is the first organization to have real-time mental health data, at scale...."
"Data Analysis","University of Alabama","Tuscaloosa, AL","NA",256,54.0,"The Department of Mathematics at The University of Alabama invites applications for two tenure-track positions at the Assistant Professor level, in data..."
"Data Scientist - (Summer Internship)","Ticketfly","San Francisco, CA","NA",6,40.2,"Use data mining and machine learning to design and develop recommendation engines and other data products which drive user engagement, retention and..."
"Data Scientist II","Vanguard","Malvern, PA","NA",531,44.4,"MS degree in Mathematics, Statistics, Economics, Computer Science, Engineering, Operations Research, Physics, or other relevant scientific field...."
"Data Science Intern - Emerging Technologist Program - Summer...","Nielsen","Tampa Bay, FL","NA",nan,44.4,"NA"
"Data Scientist (Development), GS-1501-13, Census-DE-SM","Department of Commerce","Washington, DC 20230 (Downtown area)","$94,796 - $123,234 a year",609,52.2,"Using the software languages of R, Python, SQL, MatLab or SAS to solve business or scientific research problems including large data sets;..."
"STATISTICAL SCIENTIST, DCRI Statistics","Duke University and Duke University Health System","Durham, NC","NA",48,51.6,"NA"
"Data Scientist","Signature Science, LLC","Arlington, VA","NA",11,30.0,"The Data Scientist will assist scientific and technical staff in the interpretation, integration, transformation, reporting of large data sets ('Big Data') from..."
"Data Analyst (Applecart Advocacy)","Applecart","New York, NY","NA",2,39.0,"As a Data Analyst on our Advocacy team, you will be responsible for working with a team of strategists and data scientists to deliver custom analytics products,..."
"Intern, Data Management","The Lavin Agency","New York, NY","NA",nan,nan,"NA"
"Machine Learning Platform Engineer","Apple","Pittsburgh, PA 15237","NA",nan,52.2,"MS in related field with 5+ years building machine learning models in industry preferred, or PhD in Machine learning, Statistics, Computer Science, Physics, or..."
"Data scientist (AMMK376)","Fortinet","California","NA",50,43.8,"Data Scientist IJob Description:. Mining our vast threat amount of FortiGuard data and transforming it into high value intelligence and unique insights for..."
"Data Scientist, Natural Language Processing","Vertical Knowledge","Cleveland, OH","NA",nan,nan,"Cluster and analyze large amounts of publicly available data and process data in large-scale environments using Amazon EC2, Storm, Hadoop and Spark...."
"Data Scientist","Coverent","McLean, VA","NA",nan,nan,"Coverent is seeking a data scientist to lead quantitative research and program evaluation activities as part of a multidisciplinary, mission-focused data..."
"Data Analyst","Drexel University","Philadelphia, PA","NA",232,51.6,"The Data Analyst will work closely with the study Principal Investigator, the Data and Methods Lead, Senior Biostatistician and the Project Manager of the Salud..."
"Consumer and Marketplace Insights Data Scientist","Altria","Richmond, VA","NA",160,44.4,"In-depth knowledge of applied consumer research and/or marketplace analytics practices and techniques to develop analytic plans that solve complex problems...."
"Data Scientist - Machine Learning Intern","Internet Brands","Los Angeles, CA","NA",30,40.2,"Their primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality analytical and prediction systems..."
"Data Analyst","Deloitte","Arlington, VA 22209 (Radnor-Ft Myer Heights area)","NA",nan,51.0,"The Data Analyst will work closely with operations researchers, report developers, data scientists, and computer scientists in order to build relative data..."
"Data Scientist","ShopRunner","Chicago, IL","NA",nan,nan,"4+ years as a Data Scientist, working closely within a business to give actionable insights; As a Data Scientist at ShopRunner, you will be digging into our..."
"Data Scientist","Ally Financial Inc.","Fort Washington, PA 19034","NA",289,43.8,"Flexible health insurance options including dental and vision. Ability to contribute and manage projects providing advice/direction in primary areas of..."
"Machine Learning Engineer/Data Scientist","Twitter","San Francisco, CA 94103 (South Of Market area)","NA",40,51.0,"BS, MS, or PhD in computer science, data mining, machine learning, information retrieval, recommendation systems, natural language processing, statistics, math,..."
"Data Scientist","TrueCar, Inc.","Santa Monica, CA","NA",9,40.2,"Right now, we are looking for a Data Scientist who will have the freedom to utilize the latest technologies to solve challenging problems, create innovative..."
"Data Scientist","Navstar, Inc.","Reston, VA 20191","NA",3,51.0,"Machine learning, statistics, clustering, math, python, perl, R language, R Studio. The qualified candidate will research and incorporate data science tools,..."
"Data Scientist","SkillsEQ","New York, NY","NA",nan,nan,"NA"
"Data Scientist (Software Engineer Level II)","The Kenjya-Trusant Group, LLC","Annapolis Junction, MD","$108,500 a year",nan,nan,"Experience with machine learning / intelligence, deep learning, neural networks, statistical classification, and related techniques...."
"Consumer Data Scientist","NIKE INC","Portland, OR","NA",nan,52.2,"NA"
"DATA SCIENTIST","KaiHonua, LLC","Falls Church, VA","NA",nan,nan,"It will build upon ontologies adding to the semantic representation of the underlying clinical data. As the Data Scientist, you will analyze the free text data..."
"Post Doctorate RA - Data Science and Machine Learning","Pacific Northwest National Laboratory","Richland, WA","NA",60,51.6,"We are looking for a motivated person with excellent skills in applied machine learning, deep learning, graph analytics, social network analysis and natural..."
"Digital Data Scientist","JP Morgan Chase","New York, NY 10001 (Chelsea area)","NA",nan,44.4,"MS/PhD in a quantitative discipline such as Statistics, Physics, Economics, Applied Math, Computer Science, Operations Research, or Computational Sciences, with..."
"Machine Learning / Artificial Intelligence Scientist","Ford Motor Company","Dearborn, MI","NA",nan,52.8,"Ford Global Data Insight and Analytics (GDI&A) is looking for a data scientist with an emphasis on Machine Learning and scalable computing...."
"Data Scientist","Voda Inc.","Boston, MA 02109 (Central area)","$60,000 - $80,000 a year",nan,nan,"Develops data models by designing and implementing analytic tools, including software, databases, data mining, data manipulation, data analysis, profiling, and..."
"Statistical Data Analyst","Educational Testing Service (ETS)","Princeton, NJ 08541","NA",187,51.0,"Statistics, mathematics, data analysis, statistical analysis, data processing, psychology. Experience with Microsoft Excel in performing basic data entry,..."
"Data Scientist Intern","Workday","Pleasanton, CA","NA",28,44.4,"In addition to projects, you will be able to learn from fellow top notch data scientists and engineers, follow and share cutting edge machine learning and deep..."
"Data Scientist","7Park Data","New York, NY","NA",nan,nan,"7Park Data is the trusted source of consumer and business insights for global companies, powered by our proprietary insights platform of passively collected..."
"Machine Learning Engineer - Intern","Interactive Data","New York, NY 10016 (Gramercy area)","NA",39,40.8,"NA"
"Machine Learning Engineer - Intern","FactSet Research Systems","New York, NY 10016 (Gramercy area)","NA",304,44.4,"NA"
"Entry Level: Clinical Statistical Programmer","K3-Innovations, Inc.","Basking Ridge, NJ","NA",nan,nan,"Designs, develops, evaluates and modifies SAS programs to analyze and evaluate clinical trial data. Biostatistics, Computer Science, Mathematics, Statistics, or..."
"Data Engineer (Contract)","Neal Analytics","Seattle, WA","NA",nan,nan,"Work with Project Managers, Data Scientists, and Senior Architects to execute tasks/projects. Data Engineers at Neal are professionals who provide the..."
"Data Analysis Intern","Caterpillar","Peoria, IL","NA",nan,51.0,"Creating data driven power point presentations for data analysis to management. Pulling Product data and creating/implementing a project dashboard...."
"Associate Data Scientist","CADENT","Philadelphia, PA","NA",3,40.8,"This role will be responsible for applying scientific methods to identify business optimization strategies, developing, evaluating and maintaining empirical..."
"High Dimensional Data Analysis","University of Colorado","Boulder, CO","NA",541,52.2,"The position is in the area of high dimensional data analysis (big data), with possible areas of emphasis including nonlinear optimization, analysis in high..."
"Data Scientist","Intrexon Corporation.","Germantown, MD","NA",nan,nan,"Proven track record of analyzing Big Data, employing machine learning and/or statistical techniques. Familiarity and applied experience in cutting edge..."
"Behavioral Data Scientist","Uber","San Francisco, CA 94103 (South Of Market area)","NA",214,44.4,"Machine learning experienceNatural language processing experienceSQL/hive expertiseKnowledge of additional programming languages to automate processes (e.g...."
"Data Scientist","Mercy Health","Cincinnati, OH","NA",289,43.8,"Data import - Obtains, validates and compiles clinical data from multiple sources to create reports for both external and internal use...."
"Data Scientist","Levi Strauss & Co.","San Francisco, CA 94111 (Financial District area)","NA",nan,44.4,"NA"
"Database & Statistical Analyst","University of California - Irvine","Orange, CA","$5,592 - $7,787 a month",134,53.4,"Database management and administration, meta-data integration, development of wrappers and software to ingest heterogeneous data formats into project databases,..."
"Data Scientist","Razer USA, Ltd.","San Francisco, CA","NA",nan,nan,"NA"
"Data Scientist","Newsela","New York, NY","NA",6,52.8,"NA"
"Data Scientist","Travelport","Denver, CO","NA",79,43.8,"NA"
"Data Scientist","Sonos, Inc","Santa Barbara, CA","NA",5,42.6,"NA"
"Data Scientist","The Johns Hopkins Applied Physics Laboratory","Laurel, MD","NA",41,44.4,"NA"
"Data Scientist","Trident Technical Solutions, LLC","Washington, DC","NA",nan,nan,"NA"
"Data Scientist","XPO Logistics","Charlotte, NC 28277 (Piper Glen Estates area)","NA",nan,40.8,"NA"
"Data Scientist (Research)","Aviso","Menlo Park, CA 94025","NA",nan,nan,"NA"
"Data Scientist","Transdev","Tempe, AZ 85282 (Cyprus Southwest area)","NA",498,42.0,"NA"
"Human Resources Quantitative Research Analyst- Work from Hom...","CITIZENS BANK","Smithfield, RI","NA",nan,42.0,"NA"
"Data/NLP Scientist","SmartAssist.io","Bellevue, WA","NA",nan,nan,"NA"
"Junior Quantitative Developer - Data Analysis","Akuna Capital","Chicago, IL 60603 (Loop area)","NA",3,51.0,"NA"
"Data Scientist - AWS Professional Services","Amazon Web Services, Inc.","Herndon, VA","NA",nan,43.2,"NA"
"Data Scientist","Interactive Data","New York, NY 10279 (Financial District area)","NA",39,40.8,"NA"
"Data Scientist","eHealth","San Francisco, CA","NA",60,44.4,"NA"
"Data Scientist","Planet Risk","McLean, VA","NA",nan,nan,"NA"
"Python Engineer (Data Scientist / Data Engineer)","Cloudious LLC","Sunnyvale, CA","NA",nan,nan,"NA"
"Data Scientist","Epsilon","Chicago, IL","NA",161,40.2,"NA"
"Data Scientist - Operations","McKinsey & Company","Boston, MA","NA",278,52.8,"Experience in predictive analytics, machine learning, and/or optimization. As part of our Operations practice, our Analytics team combines deep strategic and..."
"Data Analyst","Engage3","Davis, CA","NA",nan,nan,"You will be able to hone in on your skills and advance your career by providing value to customers while working with a team of accomplished data scientists and..."
"Data Scientist - Marketing","McKinsey & Company","San Francisco, CA","NA",278,52.8,"NA"
"Data & Applied Scientist","Microsoft","Redmond, WA 98052","NA",nan,52.2,"Strong hands-on experience in econometrics, decision sciences, machine learning & data mining is a plus...."
"Data Scientist - HIT","Amazon Corporate LLC","Seattle, WA","NA",nan,43.2,"This role will require someone who is comfortable working cross-functionally to improve performance, can monitor and analyze business partner data, utilize..."
"Analytical Scientist","Katalyst Healthcares & Life Sciences","Ewing, NJ 08560","NA",nan,nan,"Prior experience with MS Word, Excel, and PowerPoint for presenting data. They will perform analytical testing on formulation and manufacturing intermediate..."
"Junior Quantitative Researcher - Machine Learning","Akuna Capital","Chicago, IL 60603 (Loop area)","NA",3,51.0,"NA"
