"jobtitle","company","location","longitude","latitude","salary","companysize","companyrating","summary"
"Data Scientist (Full time)","RangTech","Jersey City, NJ",nan,nan,"NA",11,54.6,"Statistics and machine learning techniques. Machine learning models for categorizing web pages and content. Experience in building production machine learning..."
"Data Scientist 2","Mitchell International, Inc.","San Diego, CA",nan,nan,"NA",3,39.0,"Solid foundation in machine learning, data structures, algorithms, and software design. Experience with the latest machine learning frameworks such as MLlib,..."
"Software Engineer - Deep Learning","HIRECLOUT","Mountain View, CA",nan,nan,"NA",nan,nan,"PhD in computer science or equivalent experienceDemonstrated academic or industry experience in developing novel deep learning models5+ years of experience in..."
"Data Scientist","Priceline.com","Norwalk, CT 06854",nan,nan,"NA",62,51.6,"Exposure to various machine learning techniques and models. Strong experience in various machine learning techniques and models...."
"Citizen Data Scientist","ALM Media Properties, LLC.","Centennial, CO",nan,nan,"NA",nan,nan,"NA"
"Data Scientist","Indeed","Seattle, WA",nan,nan,"NA",191,53.4,"Expertise in machine learning and statistical modeling. You will build and implement machine learning models to make timely decisions...."
"Performance Engineer (JMeter/Gatling, Jenkins, Maven)","Dev9","Seattle, WA",nan,nan,"NA",nan,nan,"Integration work from data that a machine learning team has generated. Our cloud architects are experts in building new cloud applications and migrating legacy..."
"Machine Learning Engineer","Radiance Technologies Inc.","Dayton, OH 45431",nan,nan,"NA",nan,nan,"1 year of experience in Machine Learning. Machine Learning, Natural Language Processing, Computer Vision or equivalent experience...."
"Machine Learning Scientist","Adobe","San Jose, CA",nan,nan,"NA",320,52.2,"You possess a real passion for machine learning and statistical methods. Machine learning, natural language processing, computer vision, classifiers, large..."
"Machine Learning Software Engineer, Building 8","Facebook","Menlo Park, CA",nan,nan,"NA",185,52.2,"Adapt machine learning techniques from domains such as Vision and Speech to build intelligent user experiences...."
"Data Scientist","Design Interactive","Orlando, FL 32817",nan,nan,"NA",nan,nan,"Machine Learning, Hierarchical Temporal Memory Models, Data Mining, Bayesian Decision Theory; Techniques should include machine learning, artificial..."
"Data Analytics Engineer - Advanced Analytics","McKinsey & Company","Boston, MA",nan,nan,"NA",273,52.8,"NA"
"Data Scientist","Trusted Insight, Inc.","San Francisco, CA",nan,nan,"NA",nan,nan,"Comprehensive knowledge in statistics and machine learning. Trusted Insight, the largest global professional platform for institutional investors, is looking..."
"Data Analytics, Cyber, Research","GovHire","Boston, MA",nan,nan,"NA",nan,nan,"Machine learning, statistical modeling, computer and network security, simulation modeling, cyber threat modeling, game theory, user behavior modeling,..."
"Machine Learning and Signal Processing Engineer","Mitre Corporation","Aberdeen, MD 21001",nan,nan,"NA",141,52.2,"MITRE is seeking a dedicated machine learning expert to help support multiple critical sensor research efforts for the Army...."
"Data Scientist - REMOTE","PTP","Gold River, CA",nan,nan,"NA",5,42.6,"In Computer Science with a focus on machine learning. Track record of having developed novel machine learning algorithms, SIGKDD/ICML/NIPS...."
"Data Architect, Analytics","CocaCola","Atlanta, GA",nan,nan,"NA",nan,44.4,"Welcomes failure as a learning opportunity. Drive innovation and maintain influential knowledge of industry trends in strategic areas of importance such as..."
"Data Scientist","University of Chicago","Chicago, IL",nan,nan,"NA",284,52.8,"Builds and maintains strong relationships with researchers working on machine learning and all participating partner organizations, government agencies,..."
"Data Scientist","Payoff","Costa Mesa, CA 92626",nan,nan,"NA",5,53.4,"Experience building, validating, and implementing machine learning models in a business setting. Are you ready to join a fast-growing, high-energy team at a..."
"Data Scientist","Feedzai","San Mateo, CA",nan,nan,"NA",nan,nan,"Previous research experience in Machine Learning is a big plus. You have experience with applying machine learning techniques to predictive modeling...."
"Data Scientist IV - (B4)","Applied Materials Inc.","Santa Clara, CA",nan,nan,"NA",483,51.0,"Manufacturing and process information by applying machine learning. Large-scale machine learning models using diverse data sources, including...."
"Professional, Data Scientist","CoreLogic","San Diego, CA 92131",nan,nan,"NA",443,42.0,"Apply machine learning algorithms to perform pattern recognition and feature extraction models. Develop algorithms, models, and analytic solutions based on..."
"Professional-Data Scientist - BIG DATA","AT&T","Plano, TX",nan,nan,"NA",nan,44.4,"Data Analytics, Machine. Learning or Business Analyst nanodegree; The Data Scientist will be responsible for designing and implementing...."
"Machine Learning and Optimization Developer","SAS Institute","Cary, NC",nan,nan,"NA",90,51.0,"You will develop, document, and support optimization solvers and linear algebra routines primarily for use in machine learning...."
"Signal Processing & Data Analyst","GenapSys","United States",nan,nan,"NA",nan,nan,"Machine learning experience is a big plus. Learning and growth opportunities. At GenapSys we are working to change the world of healthcare and diagnostics.Our..."
"Speech and Data Scientist","Nuance","Mahwah, NJ",nan,nan,"NA",260,40.2,"Coursework or previous work experience in human computer interaction, usability studies, or statistics Work experience as a business analyst, ideally in a..."
"Photographer - 3 Month Assignment","Intersection","Minneapolis, MN",nan,nan,"NA",14,41.4,"We pair our human-centered methodology with cutting-edge technology, from virtual and augmented reality to machine learning, conversational commerce, and more...."
"Data Scientist, Analyst","Moxie","Atlanta, GA",nan,nan,"NA",18,44.4,"Functional background in developing statistical models or machine learning algorithms. We are looking for analytics superstars that have a passion for ecommerce..."
"Software Engineer - Development","GCV Solutions","Washington, DC",nan,nan,"NA",nan,nan,"Provide support for the 'data retrograde' tool that provides a solution to sort out relevant documents from a larger data set and operate, maintain, and update..."
"Data Scientist - Operations","McKinsey & Company","Boston, MA",nan,nan,"NA",273,52.8,"Experience in predictive analytics, machine learning, and/or optimization. Bachelor's degree in Operations Research, Computer Science, Engineering, Applied Math..."
"Data Scientist..","Akamai","Santa Clara, CA",nan,nan,"NA",116,52.2,"Previous research experience in Machine Learning specifically anomaly detection. MSc or PhD computer science, applied math, statistics, machine learning...."
"Data Engineer","McKinsey & Company","Waltham, MA",nan,nan,"NA",273,52.8,"You will expand McKinsey's current analytics and machine learning capabilities, helping create new strategies and data tools within an innovative organization...."
"Quantitative Analyst - Cambridge or Montreal","Hopper","Cambridge, MA",nan,nan,"NA",4,52.8,"Experience with Pandas, R or similar tools for data analysis, time-series analysis and machine learning. Do you love options pricing theory?..."
"Genomics Data Scientist","Brown University","Providence, RI",nan,nan,"NA",104,54.0,"Statistical methods and machine learning. Genomics Data Scientist...."
"Data Scientist","Blue State Digital","New York, NY",nan,nan,"NA",5,53.4,"Familiarity with a wide range of statistical methodologies and disciplines, including data visualization, machine learning, experimental design, and time series..."
"Associate Data Scientist","USAA","San Antonio, TX",nan,nan,"NA",961,51.6,"Experience in stochastic modeling, machine learning, and other advanced mathematical techniques (e.g., neural nets, simulation, graph analysis)...."
"Computational Scientist, Applied Mathematics","Muse Biotechnology, Inc.","Boulder, CO",nan,nan,"NA",nan,nan,"The Department of Computational Sciences and Engineering works with diverse multi-disciplinary teams throughout Muse to address a number of genomic, proteomic,..."
"Data Scientist","Brillio Inc","Princeton, NJ",nan,nan,"NA",nan,nan,"Strong knowledge of common machine learning approaches (e.g. Design and implement and support data mining and machine learning strategies...."
"Instagram - Software Engineer, Machine Learning Menlo Park","Facebook","Menlo Park, CA",nan,nan,"NA",185,52.2,"Adapt standard machine learning methods to best exploit modern parallel environments (e.g. Instagram is seeking Machine Learning Engineers to help build and..."
"Optical Scientist","Corning","Corning, NY 14830",nan,nan,"NA",299,51.0,"NA"
"Technology - GSAM Tech - Data Science and Machine Learning E...","Goldman Sachs","New York, NY 10282 (Tribeca area)",nan,nan,"NA",873,51.6,"Leverage machine learning and natural language processing to provide semantic intelligence to our software platforms...."
"Research Scientist, Google Brain (United States)","Google","New York, NY 10011 (Chelsea area)",nan,nan,"NA",nan,52.8,"Participate in cutting edge research in machine intelligence and machine learning applications. From creating experiments and prototyping implementations to..."
"Data Scientist","ICF","Fairfax, VA",nan,nan,"NA",284,41.4,"NA"
"Signal Processing & Data Analyst","GenapSys, Inc.","Redwood City, CA",nan,nan,"NA",nan,nan,"NA"
"Data Scientist","CompIQ","New York, NY",nan,nan,"NA",nan,nan,"NA"
"Machine Learning Engineer","Altamira Technologies Corporation","Dayton, OH",nan,nan,"NA",4,42.0,"NA"
"Data Scientist","Ibotta","Denver, CO 80202 (Lodo area)",nan,nan,"NA",5,43.8,"NA"
"NA","TWIM","Anaheim, CA 92805",nan,nan,"$70,000 - $200,000 a year",nan,nan,"NA"
"Data Scientist","Classy","San Diego, CA",nan,nan,"NA",nan,nan,"NA"
"Deep Learning Research Scientist","Intel","San Diego, CA 92129",nan,nan,"NA",nan,52.2,"NA"
"Machine Learning Engineer","Capital One","McLean, VA",nan,nan,"NA",nan,51.0,"NA"
"Data Scientist","Motorola Solutions","Chicago, IL 60604 (Loop area)",nan,nan,"NA",nan,52.2,"NA"
"Data Scientist","Thermo Fisher Scientific","Carlsbad, CA 92009",nan,nan,"NA",nan,42.6,"3+ years of experience with machine learning, data mining, statistical modeling tools and underlying algorithms...."
"Data Scientist, Big Data Academy","Capital One","McLean, VA",nan,nan,"NA",nan,51.0,"At least 1 year experience with machine learning. McLean 1 (19050), United States of America, McLean, Virginia...."
"Java Developer with Python","MPRSoft Inc","Auburn Hills, MI",nan,nan,"NA",nan,nan,"Cython, Java, Node js, Spark, Machine learning. One of our client is looking for Java Developer with Python please submit if any matching profiles...."
"Research Engineer","Houzz","Palo Alto, CA 94301 (Professorville area)",nan,nan,"NA",12,43.8,"Knowledge of Machine Learning, Probability, Statistics, and Data Mining. Houzz is looking for top Research Engineers with passions in areas such as natural..."
"Research Scientist, PhD University Grad (Machine Learning) (...","Facebook","Menlo Park, CA",nan,nan,"NA",185,52.2,"Adapt standard machine learning methods to best exploit modern parallel environments (e.g. Develop highly scalable classifiers and tools leveraging machine..."
"Crop Scientist","Bowery Farming","Kearny, NJ",nan,nan,"NA",nan,nan,"BoweryOS, our proprietary software system, uses vision systems, automation technology, and machine learning to monitor plants and all the variables that drive..."
"Software Engineer- AI Platform","Twitter","San Francisco, CA 94103 (South Of Market area)",nan,nan,"NA",39,51.6,"Familiar with Machine Learning and/or Deep Learning. You will be a cornerstone in transforming Twitter through machine learning...."
"Data Scientist/ Statistician","Microhealth LLC","Vienna, VA 22182",nan,nan,"NA",3,55.2,"Knowledge of machine learning is preferred. MicroHealth is seeking a Data Scientist/ Statistician at our headquarters location in Vienna, VA...."
"Consumer Data Scientist","NIKE INC","Beaverton, OR",nan,nan,"NA",nan,52.2,"Core mathematical ability to understand, utilize and innovate on state-of-the art machine learning algorithms and/or statistical modeling...."
"PETTT ONSITE Cyber Data Scientist","Engility Corporation","Vicksburg, MS 39180",nan,nan,"NA",325,43.2,"PhD +5 years or MS +10 years of related experience in computer science, data science, or machine learning...."
"Machine Learning Scientist","EBSCO Information Services","Ipswich, MA",nan,nan,"NA",20,40.2,"Machine Learning Scientist. Apply Machine learning techniques on large corpus of documents to refine EBSCO Knowledge Graph...."
"Data Scientist","NBCUniversal","New York, NY",nan,nan,"NA",nan,51.6,"And machine learning techniques (i.e., methods of supervised and unsupervised learning such as clustering, regression, classification, ensemble methods, etc.)...."
"Data Scientist","John Hancock","Boston, MA",nan,nan,"NA",193,51.0,"Expertise in programming, machine learning and computer science principles. Are you looking for unlimited opportunities to develop and succeed?..."
"Genome Engineering Scientist","Zymergen","Emeryville, CA 94608",nan,nan,"NA",nan,nan,"Our proprietary platform uses robots and machine learning to engineer microbes faster, more predictably, and to a level of performance previously unattainable...."
"Autopilot Internship (Spring 2018)","Tesla Motors","Palo Alto, CA",nan,nan,"NA",520,43.2,"Individuals in this role are expected to be experts in identified research areas such as computer vision, artificial intelligence, machine learning, and applied..."
"Software Engineer - Machine Learning","Affirm","San Francisco, CA 94126 (Financial District area)",nan,nan,"NA",nan,nan,"Build production machine learning models; Machine learning is a critical tool in this effort, and as a member of the software engineering team, you will work on..."
"Data Scientist","Coverent","McLean, VA",nan,nan,"NA",nan,nan,"Experience with machine learning algorithms including feature selection and implementation. Are you interested in a learning culture that is forward-leaning..."
"Data Engineer","Fanatics Inc.","San Mateo, CA",nan,nan,"NA",245,43.2,"Knowledge of basic statistical analysis and machine learning. Leverage these foundational Data Infrastructure to integrate machine learning & statistical models..."
"Assay Development Scientist","Finch Therapeutics","Somerville, MA",nan,nan,"NA",nan,nan,"NA"
"Research Data Analyst","Stanford University","Stanford, CA 94305",nan,nan,"NA",336,52.8,"NA"
"Data Scientist","Autolist","San Francisco, CA",nan,nan,"NA",nan,nan,"NA"
"Machine Learning Scientist/Engineer","AM Pierce & Associates","Patuxent River, MD",nan,nan,"NA",3,60.0,"NA"
"Machine Learning Engineer","TM Floyd & Company","Columbia, SC",nan,nan,"NA",8,54.6,"NA"
"NA","BuzzHero","San Francisco, CA",nan,nan,"NA",nan,nan,"NA"
"Lab Assistant","Finch Therapeutics","Somerville, MA",nan,nan,"NA",nan,nan,"NA"
"Senior Robotics Scientist","3sixtyHR","Pittsburgh, PA",nan,nan,"$130,000 - $160,000 a year",nan,nan,"NA"
"Data Science & Insights Analyst","Wink","New York, NY",nan,nan,"NA",9,52.2,"NA"
"Software Development Engineer","Intel","Seattle, WA 98101 (Downtown area)",nan,nan,"NA",nan,52.2,"NA"
"Vice President, Data Science - Machine Learning","Wunderman","Dallas, TX",nan,nan,"NA",72,43.8,"NA"
"Data Analyst","Amplero","Seattle, WA 98101 (Downtown area)",nan,nan,"NA",nan,nan,"NA"
"Data Scientist - Weather Specialist","Uptake","Chicago, IL",nan,nan,"NA",nan,nan,"NA"
"Machine Learning Scientist (f/m)","Amazon Corporate LLC","Seattle, WA",nan,nan,"NA",nan,43.2,"NA"
"Associate, Data Scientist - Optimization","KPMG","Knoxville, TN 37929 (Downtown area)",nan,nan,"NA",nan,51.0,"NA"
"Software Engineer Intern","6sense","San Francisco, CA",nan,nan,"NA",nan,nan,"NA"
"Scientist","The Henry M. Jackson Foundation","Bethesda, MD 20814",nan,nan,"NA",4,55.8,"NA"
"Data Scientist","Asurion","Nashville, TN 37214 (Barclay Drive area)",nan,nan,"NA",nan,43.8,"NA"
"Machine Learning Engineer","Mercari","San Francisco, CA",nan,nan,"NA",2,60.0,"2 years of work experience in Machine Learning or Artificial Intelligence. As a machine leaning engineer, you will be responsible for designing and implementing..."
"Scientific Programmer/Data Scientist (Researcher 3)","University of Minnesota","Minneapolis-Saint Paul, MN",nan,nan,"NA",683,52.2,"Experience with basic machine learning or statistical methods. Implement complex machine learning, statistical, data-mining, bioinformatics/clinical informatics..."
"Machine Learning Engineer - KYC","Bloomberg","New York, NY",nan,nan,"NA",500,44.4,"Experience with Deep learning. Identify and formulate various challenges in AML and KYC domains as Machine Learning (ML) problems...."
"Data Scientist","Tapjoy","San Francisco, CA 94104 (Financial District area)",nan,nan,"NA",5,41.4,"Strong understanding of Algorithms, Data Structures and Machine Learning / Data Mining. Tapjoy's Maximum Impact PlatformTM provides mobile engagement and..."
"CoreOS Machine Learning-SW Development Test Engineer","Apple","Santa Clara Valley, CA",nan,nan,"NA",nan,52.2,"Familiarity with Machine Learning and its common practical applications. Apple's Core OS Machine Learning Test Engineering team is seeking a highly motivate and..."
"Data Scientist","Expedia","Bellevue, WA 98004 (Downtown area)",nan,nan,"NA",427,51.0,"Dream about solving complex machine learning problems. Are you passionate about solving real world problems with advanced machine learning methods?..."
"Data Scientist","Proofpoint","Draper, UT",nan,nan,"NA",10,41.4,"Feature engineering, building and optimizing classifiers, applying machine learning and deep learning expertise...."
"Data Scientist","Silo","California",nan,nan,"NA",12,52.8,"Applied experience with predictive analytics or machine learning. Work with large, complex datasets;..."
"Data Scientist","Strayer University","Herndon, VA 20171",nan,nan,"NA",357,41.4,"A job opportunity for a data scientist with a passion for solving real world problems using Machine Learning (ML), Artificial Intelligence (AI) and software..."
"Motion Software Intern","Apple","Santa Clara Valley, CA",nan,nan,"NA",nan,52.2,"NA"
"Applied Scientist, Machine Learning / Robotics","Amazon Corporate LLC","Seattle, WA",nan,nan,"NA",nan,43.2,"NA"
"Research Summer Intern","IBM","United States",nan,nan,"NA",nan,51.0,"NA"
"Data Scientist-Media & Entertainment Sector Leader","Capgemini","Burbank, CA",nan,nan,"NA",nan,43.8,"NA"
"Machine Learning Data Engineer","Capital One","Tysons Corner, VA",nan,nan,"NA",nan,51.0,"NA"
"Data Scientist - Search","Ancestry","San Francisco, CA",nan,nan,"NA",47,43.2,"NA"
"Big Data Engineer","Loginsoft Consulting LLC","Alpharetta, GA",nan,nan,"NA",nan,nan,"NA"
"Software Engineer - Image Processing / Computer Vision","Blue River Technology","Sunnyvale, CA 94085",nan,nan,"NA",nan,nan,"NA"
"Data Engineer","BMW of North America LLC.","Mountain View, CA",nan,nan,"NA",nan,51.0,"NA"
"Machine Learning Engineer","PitchBook Data, Inc.","Seattle, WA 98101 (Downtown area)",nan,nan,"NA",nan,nan,"In CS, Machine Learning, Operational research, Statistics or in a highly quantitative field. Use natural language processing (NLP) and machine learning..."
"SOFTWARE ENGINEER- Machine Learning","Home Depot","Atlanta, GA 30324 (Buckhead area)",nan,nan,"NA",nan,43.8,"Actively learning through experimentation when tackling new problems, using both successes and failures as learning fodder...."
"Data Scientist","Symphony Health Solutions","Phoenix, AZ 85016 (Camelback East area)",nan,nan,"NA",15,44.4,"Strong background in statistics, machine learning, deep learning, graph/network analysis. Integration of state-of-the-art machine learning algorithms into..."
"Machine Learning Research Scientist","ARM","Boston, MA",nan,nan,"NA",16,52.8,"Machine learning and computer vision; Proven understanding of machine learning/deep learning. Developing and adapting machine learning algorithms for energy..."
"IFG Data Scientist Whiz!","IFG","Bethesda, MD",nan,nan,"$120,000 a year",13,43.8,"Creating and managing multiple machine learning models. Help us IMPROVE THE WORLD!!!..."
"Machine Learning Engineer","Leap Motion","San Francisco, CA",nan,nan,"NA",2,51.0,"NA"
"Deep Learning Engineer, Junior","Booz Allen Hamilton","Alexandria, VA",nan,nan,"NA",nan,44.4,"Perform as a deep learning engineer to apply neural networks and advanced machine learning algorithms to large scale problems...."
"Software Research Intern - Think Tank Team","Samsung Research America","Mountain View, CA 94043",nan,nan,"NA",nan,51.0,"NA"
"Analyst - Analytics & Data Science","The Kraft Group","Foxborough, MA 02035",nan,nan,"NA",13,43.8,"Interest in learning and applying advanced machine learning algorithms to further enhance KAGR's analytical offerings...."
"Data Engineer","Luxoft","Los Angeles, CA",nan,nan,"NA",34,51.6,"The client is seeking a data engineer to support a machine learning initiative. Work closely with data scientists to solve difficult engineering and machine..."
"Quantitative Developer- Data Analysis","Akuna Capital","Chicago, IL 60603 (Loop area)",nan,nan,"NA",3,51.0,"As we look to grow our team, we look forward to tackling the toughest problems in trading strategy development, machine learning and data infrastructure...."
"Data Science Engineer","XPO Logistics","Atlanta, GA",nan,nan,"NA",nan,40.8,"Linear/logistic regression (including advanced predictor selection techniques), classification (decision trees, random forests), Support Vector Machines (SVMs),..."
"Artificial Intelligence Security Researcher","Intel","Hillsboro, OR 97124",nan,nan,"NA",nan,52.2,"Systems architecture and machine learning. This role will focus on the research/design/development of hardware/software architectures and prototypes of leading..."
"Principal Data Scientist/Engineer","Aptima","Arlington, VA",nan,nan,"NA",nan,nan,"Knowledge of problem analysis, mathematical formulation, algorithm development, and model implementation & analysis Understanding of machine learning techniques..."
"Scientist","Raytheon","Cambridge, MA",nan,nan,"NA",nan,51.0,"1 year experience with open-source libraries in computer vision, machine learning; Develop algorithms for machine learning in high dimensions with small number..."
"Data Scientist (Implementation)","Aviso","Menlo Park, CA 94025",nan,nan,"NA",nan,nan,"Experience with advanced data modeling, machine learning algorithms, and data science techniques, including the majority of the following topics:...."
"Quantitative Developer- Data & Automation","Akuna Capital","Cambridge, MA 02139 (Area IV area)",nan,nan,"NA",3,51.0,"An interest in machine learning, option theory and statistical arbitrage. We are looking for Quantitative Developers to work with a small team of Quants and..."
"Data Analyst","XPO Logistics","High Point, NC 27265",nan,nan,"NA",nan,40.8,"The selected candidate will have a combination of skills including statistical and analytical aptitude, understanding of machine learning, data mining, and..."
"Postdoctoral Researcher in Machine Learning","Brookhaven National Laboratory","Upton, NY 11973",nan,nan,"NA",56,52.2,"Identify potential challenges of applying existing machine learning methods. Perform evaluation of learning algorithms...."
"Data Scientist","Cisco","San Jose, CA",nan,nan,"NA",nan,51.6,"Background in natural language processing and/or machine learning, Deep Learning and Neural Networks *. What You'll Do As a Data Scientist, you will work with..."
"AVP, Data Scientist (L10)","Synchrony Financial","Chicago, IL",nan,nan,"NA",251,44.4,"Strong knowledge of statistical modeling and machine learning techniques. This new role will be part of the Advanced Analytics team that will leverage new..."
"3D Character Animation Programmer, Machine Learning","Carnegie Mellon University","Pittsburgh, PA",nan,nan,"NA",135,52.8,"MACHINE LEARNING DEPARTMENT. This project serves as an opportunity to build on significant ongoing research at CMU in artificial intelligence, machine learning,..."
"Scientist, Data Science","Moderna Therapeutics, Inc","Cambridge, MA",nan,nan,"NA",7,51.0,"Technical expertise and hands on experience with machine learning techniques, including model evaluation and deployment to production environments...."
"Data Scientist (Hands On Coding, Big Data)","Motion Partners","McLean, VA",nan,nan,"$120,000 - $200,000 a year",nan,nan,"Strong background in machine learning. Right now, this rapidly expanding division is seeking several Data Engineers/Scientists who have a strong background in..."
"Machine Learning Infrastructure Engineer","Schrodinger","New York, NY",nan,nan,"NA",nan,nan,"Experience with machine learning and statistical methods. The candidate should have demonstrated excellent programing skills, and must have a strong interest in..."
"Data Scientist - KDD Attendees","Capital One","McLean, VA",nan,nan,"NA",nan,51.0,"At least 1 year experience with machine learning. Building machine learning models from development through testing and validation to our 30+ million customers..."
"Data Science Analyst","Aetna","Hartford, CT 06156",nan,nan,"NA",nan,43.8,"Demonstrates proficiency in several areas of data modeling, machine learning algorithms, statistical analysis, data engineering and data visualization...."
"Backend Software Engineer","LogicHub","San Francisco, CA",nan,nan,"NA",nan,nan,"We also need to apply scalable Machine Learning techniques to this huge amount of data - so that we can capture how security analysts investigate and automate..."
"Data Scientist I (Healthcare)","Cenpatico National","Austin, TX",nan,nan,"NA",467,40.2,"NA"
"Data Engineer","BioCentury Inc.","Redwood City, CA",nan,nan,"NA",nan,nan,"Some experience with mining data from text, machine learning, NLP. Now in its 25th year, BioCentury Inc...."
"(Senior) Application Engineer - Search, Learning & Intellige...","Slack","New York, NY",nan,nan,"NA",2,60.0,"Search & information retrieval, recommendation systems, natural language processing, analytics, and machine learning...."
"RQN045- Data Scientist","Virginia Tech Applied Research Corporation","Arlington, VA 22203 (Bluemont area)",nan,nan,"NA",324,53.4,"Experience building statistical models, performing simulations, and applying various machine learning approaches...."
"Senior Analyst, Data + Insights","VaynerMedia LLC","New York, NY",nan,nan,"NA",nan,nan,"You're someone who's driven to constantly look for better ways to do things and excited at the prospect of working in a constantly evolving industry with far..."
"Software Engineer -- Machine Learning","SignalFx","San Mateo, CA 94401 (North Central area)",nan,nan,"NA",nan,nan,"Deep understanding of machine learning concepts. Experience applying statistics and machine learning to real-world problems;..."
"Data Scientist - Fitness & Health","Apple","Santa Clara Valley, CA",nan,nan,"NA",nan,52.2,"Coursework in statistics, machine learning, programming, signal processing. Strong background in Statistical Modeling/Machine Learning and Visualization Tools...."
"Software Engineer III","Allen Institute","Seattle, WA 98103 (Green Lake - Wallingford area)",nan,nan,"NA",3,31.2,"Quantitative scientific programming (linear algebra, optimization, machine learning, image processing)...."
"Data Scientist","Zenetex, LLC","Lexington Park, MD",nan,nan,"NA",16,53.4,"Utilize state-of-the-art machine learning and statistical algorithms to solve complex problems. ZENETEX specializes in management and technology support..."
"Research Scientist - Machine Learning","Baidu USA","Sunnyvale, CA 94089",nan,nan,"NA",nan,nan,"Familiarity with machine learning. Able to work with the math of machine learning. Baidu Research, headquartered in Silicon Valley, is looking to hire Research..."
"Hardware Modeling Architecture Engineer","Intel","Santa Clara, CA 95052",nan,nan,"NA",nan,52.2,"Computer architecture and machine learning algorithms. Knowledge of deep learning and other AI algorithms. As a Silicon architect, your responsibilities include..."
"Machine Learning and Analytics Developer","Varen Technologies","Fort Meade, MD",nan,nan,"NA",4,52.8,"Experience with machine learning / intelligence, deep learning, neural networks, statistical classification, and related techniques...."
"Data Scientist","NVIDIA","Santa Clara, CA",nan,nan,"NA",130,52.2,"Deep knowledge and experience with Hadoop and machine learning toolkits like Python sklearn, R. 5+ years of experience in using statistical, data mining and..."
"Data Scientist","Boston Scientific Corporation","Maple Grove, MN 55311",nan,nan,"NA",712,51.0,"Data analytics, statistics, data mining, machine learning, econometrics, natural language processing and information retrieval...."
"Data Scientist","Aruba Networks","Santa Clara, CA",nan,nan,"NA",32,51.6,"Design, implement, and validate machine learning algorithms on big data. Strong background in statistical and machine learning techniques such as deep learning,..."
"Software Engineer","Commonwealth Computer Research, Inc.","Charlottesville, VA 22901 (29 North area)",nan,nan,"NA",nan,nan,"NA"
"Data Scientist and Machine Learning Engineer","DataXu","Boston, MA 02210 (South Boston area)",nan,nan,"NA",5,43.8,"The role is a part of the Optimization and Machine Learning team reporting to the VP of Optimization and Machine Learning...."
"Data Scientist","OCC","Chicago, IL 60605 (Near South Side area)",nan,nan,"NA",33,52.2,"Selecting features, building and optimizing classifiers using machine learning techniques. Excellent understanding of machine learning techniques and algorithms..."
"Data Scientist","Hertz","Estero, FL 33928",nan,nan,"NA",nan,41.4,"Experience with machine learning (regression, classification, neural networks). Fleet planning team at Hertz is highly analytical and data driven function...."
"Computer Scientist","Novetta","Reston, VA",nan,nan,"NA",14,39.0,"Background in statistical analysis, machine learning, or data science. A culture of challenge and continuous learning. What we do:...."
"Machine Learning Engineer","Oben","Pasadena, CA",nan,nan,"NA",nan,nan,"Experience with data-driven statistical or machine learning methods. As a member of the machine language translation team, you utilize your superior technical..."
"Junior Data Analyst","Heartland","Atlanta, GA",nan,nan,"NA",120,42.6,"Apply machine learning and statistical techniques to large data sets to find actionable insights. This role will be responsible for analyzing data to assist in..."
"Data Scientist","Sony Interactive Entertainment PlayStation","Aliso Viejo, CA",nan,nan,"NA",7,51.0,"Machine Learning experience or training. Experience using Machine Learning Algorithms on big (Terabytes) data...."
"NA","Qualcomm","San Diego, CA",nan,nan,"NA",782,52.2,"Location California - San Diego Overview Education Requirements Required: Master's, Computer Engineering and/or Computer Science and/or Electrical Engineering"
"Machine Learning Modelling Implementation - Python/ Spark De...","Infyshine Inc","San Jose, CA",nan,nan,"NA",nan,nan,"Machine Learning Modelling Implementation - Python/ Spark Developer*. 1 to 2 years experience with Machine Learning (preferably Spark-ML)...."
"Data Scientist","University of Utah","Salt Lake City, UT",nan,nan,"$75,900 - $148,100 a year",313,52.8,"Expertise in predictive analytics, non-linear systems thinking and modeling, data mining, machine learning, natural language processing, and big data..."
"Data Scientist (Marketing Analytics)","Universal Orlando Resort","Orlando, FL 32819 (Florida Center area)",nan,nan,"NA",561,52.2,"Experience leveraging predictive modeling, big data analytics, exploratory data analysis and machine learning to drive significant business impact...."
"Data Science Specialist","General Electric","San Ramon, CA 94583",nan,nan,"NA",nan,51.6,"The Data Science Specialist will work in teams addressing statistical, machine learning and data understanding problems in a commercial technology and..."
"Data Scientist","Amazon Corporate LLC","Cambridge, MA",nan,nan,"NA",nan,43.2,"Experience with statistical modelling / machine learning. Experience with various machine learning techniques and parameters that affect their performance...."
"Data Engineer","Configuration Management, Inc.","New York, NY 10006 (Financial District area)",nan,nan,"NA",nan,nan,"Process structured and unstructured data into a form suitable for analysis and reporting, empowering state-of-the-art analytics and machine learning..."
"Principal Data Scientist","Anthem, Inc.","Indianapolis, IN",nan,nan,"NA",nan,43.8,"Requires MA/MS in Statistics Computer Science Mathematics Machine Learning Econometrics Physics Biostatistics or related Quantitative disciplines...."
"Principal Data Scientist","Redfin","Seattle, WA",nan,nan,"NA",23,42.0,"Machine Learning and Statistics. You will be working with, and learning from, the best. You enjoy exploring and learning new technologies and languages...."
"Software Engineer- Sensor Processing & Robotics","Charles River Analytics","Cambridge, MA",nan,nan,"NA",3,55.2,"You will work with advanced vision and machine learning algorithms, and apply these to novel sensors, robotic systems, and mobile devices to produce new..."
